"year","age","schooling","income","party","philosophy","legal","gender"
1975,55,12,"$10000 - 14999","Not str democrat","Slightly liberal",0,"Male"
1975,27,12,"$10000 - 14999","Not str republican","Slightly liberal",0,"Male"
1975,25,16,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
1975,65,8,"$3000 to 3999","Not str democrat","Moderate",0,"Male"
1975,20,12,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,33,12,"$6000 to 6999","Strong democrat","Conservative",0,"Male"
1975,77,13,"$3000 to 3999","Independent","Slightly liberal",0,"Female"
1975,22,11,"$3000 to 3999","Not str republican","Slghtly conservative",0,"Female"
1975,72,7,"$1000 to 2999","Not str democrat","Moderate",0,"Male"
1975,85,16,"$4000 to 4999","Strong democrat","Conservative",0,"Female"
1975,77,16,"$6000 to 6999","Strong democrat","Slghtly conservative",0,"Female"
1975,34,16,"$15000 - 19999","Ind,near rep","Slghtly conservative",0,"Male"
1975,47,12,"$15000 - 19999","Not str republican","Slghtly conservative",0,"Male"
1975,56,12,"$6000 to 6999","Independent","Moderate",0,"Male"
1975,66,6,"Lt $1000","Independent","Moderate",0,"Female"
1975,45,10,"$8000 to 9999","Not str republican","Moderate",0,"Male"
1975,29,12,"$15000 - 19999","Strong democrat","Moderate",0,"Male"
1975,38,5,"$4000 to 4999","Not str democrat","Slghtly conservative",0,"Male"
1975,69,4,"$1000 to 2999","Strong democrat","Liberal",0,"Female"
1975,43,9,"$10000 - 14999","Strong democrat","Liberal",0,"Male"
1975,40,16,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1975,70,13,"$15000 - 19999","Not str democrat","Extrmly conservative",0,"Male"
1975,23,12,"$7000 to 7999","Ind,near rep","Conservative",0,"Male"
1975,52,10,"$5000 to 5999","Not str democrat","Moderate",1,"Male"
1975,20,13,"$4000 to 4999","Strong democrat","Conservative",1,"Male"
1975,26,9,"$4000 to 4999","Strong democrat","Extrmly conservative",0,"Male"
1975,40,7,"$10000 - 14999","Not str democrat","Slghtly conservative",0,"Male"
1975,40,11,"$10000 - 14999","Not str democrat","Conservative",0,"Male"
1975,42,8,"$3000 to 3999","Not str republican","Moderate",0,"Female"
1975,19,11,"$1000 to 2999","Ind,near dem","Liberal",0,"Female"
1975,33,12,"$10000 - 14999","Strong democrat","Slightly liberal",0,"Male"
1975,33,12,"$8000 to 9999","Not str democrat","Slghtly conservative",0,"Male"
1975,20,13,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,23,14,"$7000 to 7999","Ind,near dem","Slghtly conservative",1,"Male"
1975,21,13,"$1000 to 2999","Not str democrat","Moderate",0,"Male"
1975,57,16,"$10000 - 14999","Not str democrat","Moderate",1,"Male"
1975,66,12,"$7000 to 7999","Ind,near rep","Slghtly conservative",0,"Female"
1975,36,16,"$20000 - 24999","Ind,near dem","Slghtly conservative",0,"Male"
1975,18,11,"$25000 or more","Not str democrat","Moderate",0,"Male"
1975,57,12,"$15000 - 19999","Ind,near rep","Moderate",1,"Male"
1975,19,12,"$15000 - 19999","Ind,near dem","Moderate",1,"Male"
1975,32,12,"$15000 - 19999","Independent","Slghtly conservative",0,"Male"
1975,76,16,"Refused","Strong democrat","Liberal",0,"Female"
1975,26,15,"$3000 to 3999","Not str democrat","Slightly liberal",1,"Female"
1975,24,16,"$10000 - 14999","Ind,near dem","Extremely liberal",1,"Female"
1975,34,12,"$25000 or more","Ind,near dem","Liberal",1,"Male"
1975,57,11,"$25000 or more","Not str republican","Moderate",0,"Male"
1975,25,16,"$20000 - 24999","Ind,near rep","Slghtly conservative",1,"Male"
1975,51,15,"$15000 - 19999","Not str republican","Moderate",0,"Male"
1975,19,12,"$15000 - 19999","Not str democrat","Moderate",1,"Male"
1975,58,12,"$10000 - 14999","Not str democrat","Slghtly conservative",0,"Male"
1975,51,12,"$20000 - 24999","Not str republican","Moderate",0,"Male"
1975,22,13,"$5000 to 5999","Ind,near dem","Liberal",1,"Female"
1975,30,12,"$15000 - 19999","Ind,near rep","Extrmly conservative",0,"Male"
1975,52,12,"$15000 - 19999","Ind,near dem","Moderate",0,"Male"
1975,53,12,"$10000 - 14999","Strong republican","Liberal",0,"Male"
1975,58,12,"$20000 - 24999","Strong democrat","Moderate",1,"Male"
1975,39,14,"$15000 - 19999","Not str republican","Moderate",0,"Male"
1975,48,12,"$15000 - 19999","Not str republican","Liberal",0,"Male"
1975,28,20,"$10000 - 14999","Not str democrat","Slightly liberal",1,"Male"
1975,55,15,"$25000 or more","Not str republican","Conservative",0,"Male"
1975,57,10,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,29,19,"$15000 - 19999","Strong republican","Slghtly conservative",0,"Male"
1975,27,6,"$10000 - 14999","Independent","Slightly liberal",0,"Male"
1975,29,11,"$15000 - 19999","Ind,near dem","Slghtly conservative",0,"Male"
1975,53,7,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1975,21,12,"$10000 - 14999","Ind,near dem","Liberal",1,"Male"
1975,69,10,"$1000 to 2999","Ind,near dem","Moderate",0,"Female"
1975,54,12,"$7000 to 7999","Ind,near dem","Moderate",0,"Female"
1975,49,12,"$8000 to 9999","Strong republican","Conservative",0,"Male"
1975,68,14,"$8000 to 9999","Not str republican","Slghtly conservative",0,"Male"
1975,56,12,"$25000 or more","Strong republican","Conservative",0,"Male"
1975,48,12,"$20000 - 24999","Ind,near rep","Moderate",0,"Male"
1975,46,16,"$25000 or more","Ind,near rep","Conservative",1,"Male"
1975,50,16,"$20000 - 24999","Other party","Slightly liberal",0,"Male"
1975,57,12,"$15000 - 19999","Not str republican","Moderate",0,"Male"
1975,26,16,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
1975,49,12,"$20000 - 24999","Independent","Moderate",1,"Male"
1975,50,12,"Refused","Independent","Slightly liberal",1,"Male"
1975,48,11,"$15000 - 19999","Strong democrat","Liberal",0,"Male"
1975,22,13,"$10000 - 14999","Ind,near dem","Liberal",1,"Female"
1975,41,12,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1975,30,18,"$10000 - 14999","Strong democrat","Extremely liberal",1,"Male"
1975,43,13,"$15000 - 19999","Strong democrat","Slightly liberal",1,"Male"
1975,32,16,"$15000 - 19999","Not str democrat","Slightly liberal",0,"Male"
1975,50,13,"$10000 - 14999","Ind,near dem","Moderate",1,"Male"
1975,25,11,"$15000 - 19999","Not str republican","Moderate",0,"Male"
1975,40,12,"$15000 - 19999","Not str republican","Slghtly conservative",0,"Male"
1975,53,8,"$8000 to 9999","Strong democrat","Extremely liberal",0,"Male"
1975,50,12,"$15000 - 19999","Ind,near rep","Liberal",0,"Male"
1975,19,12,"$3000 to 3999","Strong democrat","Liberal",0,"Male"
1975,55,10,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
1975,40,12,"$20000 - 24999","Independent","Moderate",0,"Male"
1975,51,12,"$20000 - 24999","Strong republican","Moderate",1,"Male"
1975,43,18,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1975,50,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
1975,36,16,"$25000 or more","Strong republican","Liberal",0,"Male"
1975,19,11,"$15000 - 19999","Not str democrat","Liberal",0,"Male"
1975,37,12,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
1975,32,12,"$8000 to 9999","Ind,near dem","Slightly liberal",1,"Female"
1975,33,12,"$20000 - 24999","Ind,near dem","Moderate",0,"Male"
1975,29,12,"$10000 - 14999","Strong republican","Moderate",0,"Male"
1975,53,16,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,36,14,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
1975,34,12,"$15000 - 19999","Strong democrat","Moderate",0,"Male"
1975,69,10,"$6000 to 6999","Ind,near dem","Moderate",0,"Male"
1975,27,14,"$8000 to 9999","Strong democrat","Liberal",0,"Male"
1975,23,12,"$4000 to 4999","Independent","Slightly liberal",0,"Male"
1975,43,11,"$10000 - 14999","Independent","Moderate",1,"Male"
1975,59,8,"$8000 to 9999","Strong democrat","Moderate",0,"Male"
1975,34,16,"$10000 - 14999","Ind,near rep","Slghtly conservative",0,"Male"
1975,74,8,"$4000 to 4999","Not str republican","Moderate",0,"Male"
1975,61,11,"$3000 to 3999","Ind,near rep","Conservative",0,"Male"
1975,41,10,"$1000 to 2999","Independent","Moderate",0,"Female"
1975,55,10,"$1000 to 2999","Independent","Moderate",0,"Female"
1975,33,10,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1975,27,13,"$10000 - 14999","Ind,near rep","Liberal",1,"Male"
1975,33,12,"$10000 - 14999","Not str democrat","Conservative",0,"Male"
1975,52,10,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
1975,38,20,"$20000 - 24999","Ind,near dem","Extremely liberal",1,"Male"
1975,24,16,"Refused","Ind,near dem","Liberal",1,"Female"
1975,39,13,"$10000 - 14999","Ind,near rep","Slghtly conservative",0,"Female"
1975,30,20,"$10000 - 14999","Not str republican","Moderate",1,"Male"
1975,29,14,"$25000 or more","Not str democrat","Liberal",1,"Male"
1975,48,12,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1975,29,16,"$15000 - 19999","Not str democrat","Slightly liberal",1,"Male"
1975,24,16,"$4000 to 4999","Strong democrat","Moderate",0,"Male"
1975,25,16,"$10000 - 14999","Not str republican","Slghtly conservative",0,"Male"
1975,43,16,"$10000 - 14999","Ind,near rep","Conservative",1,"Female"
1975,45,16,"$10000 - 14999","Not str republican","Liberal",0,"Male"
1975,53,10,"$25000 or more","Strong democrat","Moderate",0,"Male"
1975,30,12,"$8000 to 9999","Strong democrat","Moderate",0,"Male"
1975,29,15,"$6000 to 6999","Ind,near dem","Slightly liberal",1,"Male"
1975,68,10,"$4000 to 4999","Ind,near rep","Slghtly conservative",0,"Male"
1975,23,12,"$20000 - 24999","Not str democrat","Moderate",0,"Male"
1975,28,12,"$10000 - 14999","Not str republican","Moderate",1,"Male"
1975,49,9,"$10000 - 14999","Strong democrat","Moderate",0,"Male"
1975,60,12,"$10000 - 14999","Not str democrat","Moderate",0,"Female"
1975,26,13,"$7000 to 7999","Independent","Moderate",0,"Male"
1975,58,7,"$1000 to 2999","Not str democrat","Conservative",0,"Female"
1975,25,9,"Lt $1000","Strong democrat","Liberal",0,"Female"
1975,70,5,"Lt $1000","Strong democrat","Conservative",0,"Male"
1975,55,9,"$4000 to 4999","Strong democrat","Conservative",0,"Male"
1975,35,12,"$1000 to 2999","Not str democrat","Slightly liberal",1,"Female"
1975,43,11,"$5000 to 5999","Strong democrat","Extrmly conservative",0,"Male"
1975,22,13,"$8000 to 9999","Not str republican","Slightly liberal",0,"Male"
1975,43,20,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1975,47,9,"$1000 to 2999","Not str democrat","Moderate",0,"Female"
1975,19,11,"$7000 to 7999","Independent","Conservative",0,"Male"
1975,26,16,"$3000 to 3999","Independent","Slightly liberal",1,"Female"
1975,25,17,"$10000 - 14999","Ind,near dem","Liberal",1,"Male"
1975,24,16,"$6000 to 6999","Not str republican","Slghtly conservative",0,"Female"
1975,38,16,"$20000 - 24999","Not str republican","Conservative",1,"Male"
1975,43,12,"$20000 - 24999","Not str democrat","Conservative",0,"Male"
1975,31,12,"$4000 to 4999","Independent","Moderate",1,"Male"
1975,31,16,"$20000 - 24999","Ind,near rep","Slghtly conservative",1,"Male"
1975,30,13,"$25000 or more","Independent","Liberal",0,"Male"
1975,45,16,"$20000 - 24999","Ind,near dem","Slghtly conservative",1,"Male"
1975,50,16,"$25000 or more","Ind,near dem","Slghtly conservative",1,"Male"
1975,27,12,"$8000 to 9999","Not str democrat","Slghtly conservative",1,"Female"
1975,26,16,"$10000 - 14999","Ind,near rep","Slightly liberal",1,"Male"
1975,63,10,"$5000 to 5999","Independent","Slghtly conservative",0,"Male"
1975,41,11,"$15000 - 19999","Strong republican","Moderate",0,"Male"
1975,24,15,"$6000 to 6999","Not str democrat","Extremely liberal",1,"Male"
1975,79,12,"$3000 to 3999","Independent","Moderate",0,"Female"
1975,48,12,"$3000 to 3999","Ind,near dem","Liberal",0,"Male"
1975,25,10,"$4000 to 4999","Ind,near dem","Moderate",0,"Female"
1975,78,8,"$3000 to 3999","Ind,near dem","Moderate",0,"Female"
1975,52,9,"$5000 to 5999","Not str democrat","Moderate",0,"Male"
1975,24,13,"$1000 to 2999","Independent","Slightly liberal",1,"Female"
1975,32,17,"$8000 to 9999","Not str democrat","Liberal",1,"Male"
1975,23,16,"Lt $1000","Not str republican","Slightly liberal",1,"Male"
1975,63,13,"$4000 to 4999","Ind,near dem","Moderate",1,"Male"
1975,29,16,"$25000 or more","Strong democrat","Slightly liberal",1,"Male"
1975,35,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
1975,50,10,"$10000 - 14999","Not str republican","Moderate",0,"Male"
1975,50,14,"$20000 - 24999","Independent","Conservative",0,"Male"
1975,23,12,"$10000 - 14999","Independent","Liberal",1,"Male"
1975,20,12,"$6000 to 6999","Ind,near dem","Moderate",0,"Female"
1975,51,12,"$10000 - 14999","Ind,near dem","Conservative",0,"Male"
1975,58,12,"$3000 to 3999","Strong republican","Moderate",0,"Female"
1975,74,12,"$1000 to 2999","Strong republican","Moderate",0,"Female"
1975,62,12,"$1000 to 2999","Not str republican","Slghtly conservative",0,"Female"
1975,48,8,"$10000 - 14999","Independent","Moderate",0,"Male"
1975,39,12,"$15000 - 19999","Ind,near rep","Moderate",0,"Male"
1975,26,12,"$20000 - 24999","Ind,near rep","Moderate",0,"Male"
1975,32,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
1975,56,12,"$10000 - 14999","Ind,near dem","Slghtly conservative",0,"Male"
1975,43,12,"$7000 to 7999","Not str democrat","Extrmly conservative",0,"Male"
1975,20,13,"$6000 to 6999","Independent","Moderate",0,"Male"
1975,49,12,"$4000 to 4999","Not str democrat","Moderate",0,"Male"
1975,22,12,"$15000 - 19999","Independent","Extremely liberal",0,"Male"
1975,72,8,"$3000 to 3999","Strong democrat","Moderate",0,"Male"
1975,27,14,"$10000 - 14999","Not str republican","Conservative",0,"Male"
1975,46,10,"$8000 to 9999","Not str republican","Moderate",0,"Male"
1975,37,9,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
1975,55,11,"$20000 - 24999","Not str democrat","Slghtly conservative",0,"Male"
1975,28,14,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,19,11,"Lt $1000","Not str democrat","Moderate",0,"Male"
1975,32,12,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
1975,34,13,"$20000 - 24999","Ind,near dem","Slightly liberal",0,"Male"
1975,45,12,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
1975,60,8,"$10000 - 14999","Not str democrat","Slghtly conservative",0,"Male"
1975,27,13,"$10000 - 14999","Independent","Slghtly conservative",0,"Male"
1975,60,16,"$15000 - 19999","Ind,near rep","Extrmly conservative",0,"Male"
1975,68,16,"Refused","Strong republican","Liberal",0,"Male"
1975,31,11,"$4000 to 4999","Ind,near rep","Slghtly conservative",0,"Female"
1975,21,12,"$10000 - 14999","Ind,near rep","Slghtly conservative",1,"Male"
1975,41,12,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,24,14,"$3000 to 3999","Independent","Moderate",0,"Female"
1975,67,11,"$3000 to 3999","Strong democrat","Slightly liberal",0,"Female"
1975,24,11,"$10000 - 14999","Not str democrat","Liberal",1,"Male"
1975,28,16,"$10000 - 14999","Not str republican","Slghtly conservative",1,"Male"
1975,66,12,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
1975,58,15,"$10000 - 14999","Ind,near rep","Conservative",0,"Male"
1975,78,11,"$5000 to 5999","Ind,near dem","Slightly liberal",0,"Male"
1975,60,8,"$1000 to 2999","Independent","Moderate",0,"Male"
1975,44,8,"$4000 to 4999","Not str democrat","Moderate",0,"Male"
1975,34,11,"$3000 to 3999","Ind,near dem","Slightly liberal",0,"Male"
1975,60,12,"$10000 - 14999","Independent","Moderate",1,"Male"
1975,24,15,"$8000 to 9999","Ind,near dem","Liberal",1,"Male"
1975,25,12,"$5000 to 5999","Ind,near rep","Conservative",0,"Male"
1975,25,12,"$15000 - 19999","Ind,near rep","Moderate",0,"Male"
1975,32,12,"$10000 - 14999","Not str republican","Slghtly conservative",0,"Male"
1975,32,12,"$8000 to 9999","Independent","Moderate",0,"Male"
1975,31,6,"$6000 to 6999","Strong democrat","Slightly liberal",0,"Male"
1975,25,12,"$10000 - 14999","Ind,near dem","Slightly liberal",0,"Male"
1975,28,12,"$10000 - 14999","Not str republican","Moderate",0,"Male"
1975,26,9,"$1000 to 2999","Independent","Moderate",0,"Female"
1975,25,12,"$6000 to 6999","Strong democrat","Liberal",0,"Male"
1975,59,11,"$25000 or more","Not str republican","Moderate",0,"Male"
1975,52,7,"$10000 - 14999","Not str democrat","Slightly liberal",0,"Male"
1975,26,12,"$10000 - 14999","Not str republican","Moderate",0,"Male"
1975,76,7,"$3000 to 3999","Not str republican","Slightly liberal",0,"Male"
1975,56,10,"$4000 to 4999","Not str republican","Moderate",0,"Male"
1975,68,14,"$3000 to 3999","Not str republican","Slghtly conservative",0,"Male"
1975,38,13,"$20000 - 24999","Strong democrat","Liberal",0,"Male"
1975,21,12,"$4000 to 4999","Independent","Moderate",0,"Male"
1975,66,14,"$20000 - 24999","Strong democrat","Moderate",0,"Male"
1975,25,16,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
1975,74,12,"$1000 to 2999","Not str democrat","Moderate",0,"Female"
1975,34,14,"$3000 to 3999","Other party","Conservative",0,"Male"
1975,51,11,"$10000 - 14999","Not str democrat","Conservative",0,"Male"
1975,51,5,"$7000 to 7999","Other party","Slghtly conservative",0,"Male"
1975,30,14,"$20000 - 24999","Other party","Moderate",0,"Male"
1975,30,12,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
1975,63,7,"$8000 to 9999","Not str democrat","Conservative",0,"Male"
1975,48,12,"$4000 to 4999","Ind,near dem","Extremely liberal",1,"Male"
1975,46,12,"$10000 - 14999","Not str republican","Moderate",0,"Female"
1975,46,3,"$1000 to 2999","Strong democrat","Extremely liberal",0,"Female"
1975,45,5,"$5000 to 5999","Not str democrat","Extremely liberal",0,"Male"
1975,48,12,"$8000 to 9999","Not str democrat","Liberal",0,"Male"
1975,48,10,"$5000 to 5999","Not str democrat","Extremely liberal",0,"Female"
1975,32,11,"$20000 - 24999","Independent","Moderate",0,"Male"
1975,70,12,"$1000 to 2999","Strong republican","Slightly liberal",0,"Female"
1975,28,13,"$15000 - 19999","Not str democrat","Liberal",1,"Male"
1975,42,14,"$8000 to 9999","Not str republican","Slghtly conservative",1,"Male"
1975,29,12,"$25000 or more","Strong democrat","Moderate",0,"Male"
1975,54,12,"$1000 to 2999","Independent","Moderate",1,"Male"
1975,25,13,"$15000 - 19999","Not str democrat","Moderate",0,"Female"
1975,28,16,"$20000 - 24999","Ind,near rep","Conservative",1,"Male"
1975,40,19,"$3000 to 3999","Ind,near dem","Extremely liberal",1,"Female"
1975,59,13,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1975,32,12,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
1975,33,12,"$8000 to 9999","Not str democrat","Conservative",0,"Male"
1975,39,14,"$8000 to 9999","Ind,near rep","Moderate",0,"Male"
